연도,시도,구군,주소,지수
2006,전북,익산시,전북 익산시,965.6
2007,전북,익산시,전북 익산시,978
2008,전북,익산시,전북 익산시,1009.6
2009,전북,익산시,전북 익산시,1038.3
2010,전북,익산시,전북 익산시,1081.3
2011,전북,익산시,전북 익산시,1146.8
2012,전북,익산시,전북 익산시,1216.4
2013,전북,익산시,전북 익산시,1172.9
2014,전북,익산시,전북 익산시,1158.8
2015,전북,익산시,전북 익산시,1153
2016,전북,익산시,전북 익산시,1156.2
2017,전북,익산시,전북 익산시,1180.1
2018,전북,익산시,전북 익산시,402.4
2003,전북,전주시,전북 전주시,138.3
2004,전북,전주시,전북 전주시,839.5
2005,전북,전주시,전북 전주시,858
2006,전북,전주시,전북 전주시,873.5
2007,전북,전주시,전북 전주시,885
2008,전북,전주시,전북 전주시,894.5
2009,전북,전주시,전북 전주시,920.8
2010,전북,전주시,전북 전주시,1004.9
2011,전북,전주시,전북 전주시,1141
2012,전북,전주시,전북 전주시,1200.3
2013,전북,전주시,전북 전주시,1161.2
2014,전북,전주시,전북 전주시,1156.3
2015,전북,전주시,전북 전주시,1161.8
2016,전북,전주시,전북 전주시,1172.4
2017,전북,전주시,전북 전주시,1188.6
2018,전북,전주시,전북 전주시,400.6
2003,제주,제주시,제주 제주시,202.2
2004,제주,제주시,제주 제주시,1058.6
2005,제주,제주시,제주 제주시,980.3
2006,제주,제주시,제주 제주시,939
2007,제주,제주시,제주 제주시,906.5
2008,제주,제주시,제주 제주시,892.5
2009,제주,제주시,제주 제주시,887.1
2010,제주,제주시,제주 제주시,924.1
2011,제주,제주시,제주 제주시,969.4
2012,제주,제주시,제주 제주시,1025.1
2013,제주,제주시,제주 제주시,1028.6
2014,제주,제주시,제주 제주시,1037
2015,제주,제주시,제주 제주시,1084.4
2016,제주,제주시,제주 제주시,1176.9
2017,제주,제주시,제주 제주시,1193.2
2018,제주,제주시,제주 제주시,400.7
2003,충남,계룡시,충남 계룡시,200.2
2004,충남,계룡시,충남 계룡시,1231.5
2005,충남,계룡시,충남 계룡시,1196
2006,충남,계룡시,충남 계룡시,1131.6
2007,충남,계룡시,충남 계룡시,1106.8
2008,충남,계룡시,충남 계룡시,1083.6
2009,충남,계룡시,충남 계룡시,1060.7
2010,충남,계룡시,충남 계룡시,1106.8
2011,충남,계룡시,충남 계룡시,1214.8
2012,충남,계룡시,충남 계룡시,1259.6
2013,충남,계룡시,충남 계룡시,1247.3
2014,충남,계룡시,충남 계룡시,1228.9
2015,충남,계룡시,충남 계룡시,1187.2
2016,충남,계룡시,충남 계룡시,1157.4
2017,충남,계룡시,충남 계룡시,1178.9
2018,충남,계룡시,충남 계룡시,400.9
2003,충남,공주시,충남 공주시,205.7
2004,충남,공주시,충남 공주시,1239.7
2005,충남,공주시,충남 공주시,1254.4
2006,충남,공주시,충남 공주시,1241.4
2007,충남,공주시,충남 공주시,1201.5
2008,충남,공주시,충남 공주시,1160
2009,충남,공주시,충남 공주시,1101.6
2010,충남,공주시,충남 공주시,1084.2
2011,충남,공주시,충남 공주시,1097
2012,충남,공주시,충남 공주시,1146
2013,충남,공주시,충남 공주시,1184.9
2014,충남,공주시,충남 공주시,1205
2015,충남,공주시,충남 공주시,1199.3
2016,충남,공주시,충남 공주시,1192
2017,충남,공주시,충남 공주시,1196.2
2018,충남,공주시,충남 공주시,399.3
2003,충남,논산시,충남 논산시,177.7
2004,충남,논산시,충남 논산시,1025.6
2005,충남,논산시,충남 논산시,1028.9
2006,충남,논산시,충남 논산시,1049.2
2007,충남,논산시,충남 논산시,1061.7
2008,충남,논산시,충남 논산시,1075.6
2009,충남,논산시,충남 논산시,1083.7
2010,충남,논산시,충남 논산시,1106.5
2011,충남,논산시,충남 논산시,1169.7
2012,충남,논산시,충남 논산시,1199.1
2013,충남,논산시,충남 논산시,1198.9
2014,충남,논산시,충남 논산시,1202.6
2015,충남,논산시,충남 논산시,1197.4
2016,충남,논산시,충남 논산시,1191.4
2017,충남,논산시,충남 논산시,1196.4
2018,충남,논산시,충남 논산시,400.8
2003,충남,동남구,충남 동남구,155.3
2004,충남,동남구,충남 동남구,938.7
2005,충남,동남구,충남 동남구,946.6
2006,충남,동남구,충남 동남구,962.1
2007,충남,동남구,충남 동남구,985.2
2008,충남,동남구,충남 동남구,996.5
2009,충남,동남구,충남 동남구,1003.5
2010,충남,동남구,충남 동남구,1005.1
2011,충남,동남구,충남 동남구,1040.2
2012,충남,동남구,충남 동남구,1089.8
2013,충남,동남구,충남 동남구,1161.6
2014,충남,동남구,충남 동남구,1227.8
2015,충남,동남구,충남 동남구,1261.5
2016,충남,동남구,충남 동남구,1225
2017,충남,동남구,충남 동남구,1203.4
2018,충남,동남구,충남 동남구,398.3
2003,충남,서북구,충남 서북구,150.7
2004,충남,서북구,충남 서북구,899.1
2005,충남,서북구,충남 서북구,937.8
2006,충남,서북구,충남 서북구,960.1
2007,충남,서북구,충남 서북구,948.3
2008,충남,서북구,충남 서북구,955.6
2009,충남,서북구,충남 서북구,972.9
2010,충남,서북구,충남 서북구,979.8
2011,충남,서북구,충남 서북구,1022.2
2012,충남,서북구,충남 서북구,1122
2013,충남,서북구,충남 서북구,1181.5
2014,충남,서북구,충남 서북구,1253
2015,충남,서북구,충남 서북구,1286.8
2016,충남,서북구,충남 서북구,1258.1
2017,충남,서북구,충남 서북구,1213.6
2018,충남,서북구,충남 서북구,396.4
2003,충남,아산시,충남 아산시,149.8
2004,충남,아산시,충남 아산시,914
2005,충남,아산시,충남 아산시,905.1
2006,충남,아산시,충남 아산시,884.5
2007,충남,아산시,충남 아산시,910.4
2008,충남,아산시,충남 아산시,944
2009,충남,아산시,충남 아산시,978.4
2010,충남,아산시,충남 아산시,997.2
2011,충남,아산시,충남 아산시,1039.2
2012,충남,아산시,충남 아산시,1119.7
2013,충남,아산시,충남 아산시,1169.4
2014,충남,아산시,충남 아산시,1209.6
2015,충남,아산시,충남 아산시,1228.8
2016,충남,아산시,충남 아산시,1224.9
2017,충남,아산시,충남 아산시,1204.1
2018,충남,아산시,충남 아산시,394.9
2003,충남,천안시,충남 천안시,152.7
2004,충남,천안시,충남 천안시,916.1
2005,충남,천안시,충남 천안시,941.6
2006,충남,천안시,충남 천안시,961.1
2007,충남,천안시,충남 천안시,964.4
2008,충남,천안시,충남 천안시,973
2009,충남,천안시,충남 천안시,985.9
2010,충남,천안시,충남 천안시,990.9
2011,충남,천안시,충남 천안시,1030
2012,충남,천안시,충남 천안시,1107.9
2013,충남,천안시,충남 천안시,1172.5
2014,충남,천안시,충남 천안시,1241.9
2015,충남,천안시,충남 천안시,1275.6
2016,충남,천안시,충남 천안시,1243.4
2017,충남,천안시,충남 천안시,1209.3
2018,충남,천안시,충남 천안시,397.1
2003,충북,충주시,충북 충주시,160.9
2004,충북,충주시,충북 충주시,939.4
2005,충북,충주시,충북 충주시,965.8
2006,충북,충주시,충북 충주시,1009.5
2007,충북,충주시,충북 충주시,993.9
2008,충북,충주시,충북 충주시,968.2
2009,충북,충주시,충북 충주시,944.6
2010,충북,충주시,충북 충주시,974
2011,충북,충주시,충북 충주시,1086.3
2012,충북,충주시,충북 충주시,1136.5
2013,충북,충주시,충북 충주시,1164.2
2014,충북,충주시,충북 충주시,1176.5
2015,충북,충주시,충북 충주시,1194.3
2016,충북,충주시,충북 충주시,1197.2
2017,충북,충주시,충북 충주시,1196.8
2018,충북,충주시,충북 충주시,397.8
